Tender,Date,Competitors,Bid_value_without_inflation,Winner,Bid_value,Bid_value_inflation_raw_milk_price_adjusted_bid,Collusive_competitor,only_cartels_bidding_on_contract,Number_bids,CV,SPD,DIFFP,RD,KURT,SKEW,KSTEST,Collusive_competitor_original
2627,1988,12,0.1325,1,0.0930365334207077,0.0264365334207077,0,0,2,0.1089,0.1668,0.1668,0.0,0.0,0.0,0.5,0
2627,1988,40,0.1546,0,0.1085543250327654,0.0419543250327653,0,0,2,0.1089,0.1668,0.1668,0.0,0.0,0.0,0.5,0
3043,1989,12,0.1495,1,0.1008272226593233,0.0300272226593233,0,0,2,0.0191,0.0274,0.0274,0.0,0.0,0.0,0.5,0
3043,1989,40,0.1536,0,0.1035923839496459,0.0327923839496459,0,0,2,0.0191,0.0274,0.0274,0.0,0.0,0.0,0.5,0
3433,1990,12,0.1439,1,0.0936748784933171,0.0139748784933171,0,0,3,0.0795,0.171,0.171,0.0,0.0,0.5262,0.3333,0
3433,1990,15,0.154,0,0.1002496962332928,0.0205496962332928,0,0,3,0.0795,0.171,0.171,0.0,0.0,0.5262,0.3333,0
3433,1990,40,0.1685,0,0.1096887910085054,0.0299887910085054,0,0,3,0.0795,0.171,0.171,0.0,0.0,0.5262,0.3333,0
2490,1987,106,0.1354,1,0.097664826657691,0.027564826657691,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2906,1988,28,0.1362,1,0.0956345347313237,0.0290345347313237,0,0,2,0.0443,0.0646,0.0,0.0,0.0,0.0,0.5,0
2906,1988,92,0.145,0,0.1018135648754914,0.0352135648754914,0,0,2,0.0443,0.0646,0.0,0.0,0.0,0.0,0.5,0
3300,1989,28,0.1404,1,0.0946899134539732,0.0238899134539732,0,0,2,0.0879,0.1325,0.0,0.0,0.0,0.0,0.5,0
3300,1989,92,0.159,0,0.1072343036978756,0.0364343036978756,0,0,2,0.0879,0.1325,0.0,0.0,0.0,0.0,0.5,0
3657,1990,28,0.1501,1,0.0977109052247873,0.0180109052247873,0,0,2,0.0792,0.1186,0.0,0.0,0.0,0.0,0.5,0
3657,1990,92,0.1679,0,0.1092982077764276,0.0295982077764276,0,0,2,0.0792,0.1186,0.0,0.0,0.0,0.0,0.5,0
954,1983,104,0.1315,0,0.1065222075222075,0.0301222075222075,0,0,2,0.0302,0.0437,0.0,-0.138,0.0,0.0,0.5,0
954,1983,73,0.126,1,0.102066906066906,0.025666906066906,0,0,2,0.0302,0.0437,0.0,-0.138,0.0,0.0,0.5,0
1284,1984,104,0.131,1,0.102457299270073,0.028357299270073,0,0,2,0.047,0.0687,0.0,-0.1383,0.0,0.0,0.5,0
1284,1984,73,0.14,0,0.1094963503649635,0.0353963503649635,0,0,2,0.047,0.0687,0.0,-0.1383,0.0,0.0,0.5,0
1629,1985,104,0.123,0,0.0929439351198871,0.0221439351198871,0,0,2,0.0058,0.0082,0.0,0.0,0.0,0.0,0.5,0
1629,1985,73,0.122,1,0.092188293370945,0.0213882933709449,0,0,2,0.0058,0.0082,0.0,0.0,0.0,0.0,0.5,0
1993,1986,104,0.1285,0,0.0949243364357118,0.0249243364357118,0,0,2,0.0055,0.0078,0.0,0.0,0.0,0.0,0.5,0
1993,1986,73,0.1275,1,0.0941856256463288,0.0241856256463288,0,0,2,0.0055,0.0078,0.0,0.0,0.0,0.0,0.5,0
2385,1987,104,0.1175,0,0.0847534500168293,0.0146534500168293,0,0,2,0.0091,0.0129,0.0129,0.0,0.0,0.0,0.5,0
2385,1987,12,0.1159999999999999,1,0.0836714910804442,0.0135714910804442,0,0,2,0.0091,0.0129,0.0129,0.0,0.0,0.0,0.5,0
2795,1988,104,0.1384,1,0.0971792922673656,0.0305792922673656,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3198,1989,104,0.1311,1,0.088417718332022,0.017617718332022,0,0,2,0.0316,0.0458,0.0,0.0,0.0,0.0,0.5,0
3198,1989,12,0.1371,0,0.092464295830055,0.021664295830055,0,0,2,0.0316,0.0458,0.0,0.0,0.0,0.0,0.5,0
3563,1990,104,0.1441,1,0.0938050729040097,0.0141050729040097,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1571,1985,73,0.13,1,0.0982334273624823,0.0274334273624823,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1934,1986,73,0.1275,1,0.0941856256463288,0.0241856256463288,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2315,1987,12,0.122,1,0.0879993268259845,0.0178993268259845,0,0,2,0.1194,0.1844,0.0,0.0,0.0,0.0,0.5,0
2315,1987,15,0.1445,0,0.1042287108717603,0.0341287108717603,0,0,2,0.1194,0.1844,0.0,0.0,0.0,0.0,0.5,0
2725,1988,12,0.1283,1,0.0900874508519003,0.0234874508519003,0,0,2,0.0515,0.0756,0.0,0.0,0.0,0.0,0.5,0
2725,1988,15,0.138,0,0.0968984272608126,0.0302984272608125,0,0,2,0.0515,0.0756,0.0,0.0,0.0,0.0,0.5,0
3129,1989,15,0.1405,1,0.0947573564122738,0.0239573564122738,0,0,2,0.0439,0.0641,0.0,0.0,0.0,0.0,0.5,0
3129,1989,12,0.1495,0,0.1008272226593233,0.0300272226593233,0,0,2,0.0439,0.0641,0.0,0.0,0.0,0.0,0.5,0
3502,1990,15,0.1489,0,0.0969297387606318,0.0172297387606318,0,0,2,0.0139,0.0199,0.0,0.0,0.0,0.0,0.5,0
3502,1990,12,0.146,1,0.0950419198055892,0.0153419198055893,0,0,2,0.0139,0.0199,0.0,0.0,0.0,0.0,0.5,0
676,1982,112,0.141,1,0.1195265031645569,0.0435265031645569,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
987,1983,112,0.143,1,0.1158378378378378,0.0394378378378378,0,0,1,0.0,0.0,0.0,-18.0872,0.0,0.0,0.0,0
1319,1984,112,0.143,1,0.111842700729927,0.037742700729927,0,0,1,0.0,0.0,0.0,-21.0704,0.0,0.0,0.0,0
1665,1985,112,0.148,1,0.1118349788434414,0.0410349788434414,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2029,1986,112,0.146,1,0.1078517752499138,0.0378517752499138,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2428,1987,112,0.146,1,0.1053106698081454,0.0352106698081454,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2841,1988,112,0.146,1,0.1025157273918741,0.0359157273918741,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
124,1980,73,0.134,1,0.134,0.0622,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
391,1981,73,0.1151,1,0.1045166525423728,0.0276166525423728,0,0,1,0.0,0.0,0.0,-1.7413,0.0,0.0,0.0,0
664,1982,10,0.1173,1,0.0994358781645569,0.0234358781645569,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
971,1983,10,0.1095,1,0.0887010017010017,0.0123010017010017,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1329,1984,69,0.1419,1,0.1109823722627737,0.0368823722627737,0,0,2,0.0153,0.0218,0.0,-4.7414,0.0,0.0,0.5,0
1329,1984,73,0.145,0,0.1134069343065693,0.0393069343065693,0,0,2,0.0153,0.0218,0.0,-4.7414,0.0,0.0,0.5,0
1672,1985,69,0.1406,1,0.1062432299012694,0.0354432299012693,0,0,2,0.0045,0.0064,0.0,0.0,0.0,0.0,0.5,0
1672,1985,73,0.1415,0,0.1069233074753173,0.0361233074753173,0,0,2,0.0045,0.0064,0.0,0.0,0.0,0.0,0.5,0
2040,1986,69,0.1406,1,0.1038627369872457,0.0338627369872457,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2438,1987,69,0.136,1,0.098097610232245,0.027997610232245,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2851,1988,69,0.1455,1,0.1021646461336828,0.0355646461336828,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3249,1989,69,0.1469,1,0.099073705743509,0.028273705743509,0,0,3,0.0067,0.0095,0.0,0.0,0.0,0.0,0.5,0
3249,1989,104,0.1483,0,0.1000179071597167,0.0292179071597167,0,0,3,0.0067,0.0095,0.0,0.0,0.0,0.0,0.5,0
3609,1990,104,0.1549,1,0.1008355710814094,0.0211355710814094,0,0,2,0.0382,0.0555,0.0,0.0,0.0,0.0,0.5,0
3609,1990,69,0.1635,0,0.1064339307411907,0.0267339307411907,0,0,2,0.0382,0.0555,0.0,0.0,0.0,0.0,0.5,0
160,1980,97,0.1229,1,0.1229,0.0510999999999999,0,0,2,0.004,0.0057,0.0,-17.7671,0.0,0.0,0.5,0
160,1980,104,0.1236,0,0.1236,0.0518,0,0,2,0.004,0.0057,0.0,-17.7671,0.0,0.0,0.5,0
429,1981,97,0.1125,1,0.102155720338983,0.025255720338983,0,0,1,0.0,0.0,0.0,-0.0733,0.0,0.0,0.0,0
1018,1983,97,0.1262,1,0.102228917028917,0.025828917028917,0,0,1,0.0,0.0,0.0,-13.1311,0.0,0.0,0.0,0
1701,1985,97,0.1285,1,0.0970999647390691,0.0262999647390691,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2069,1986,97,0.1285,1,0.0949243364357118,0.0249243364357118,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2468,1987,97,0.125,1,0.0901632446987546,0.0200632446987546,0,0,2,0.0417,0.0608,0.0,0.0,0.0,0.0,0.5,0
2468,1987,104,0.1326,0,0.0956451699764389,0.0255451699764389,0,0,2,0.0417,0.0608,0.0,0.0,0.0,0.0,0.5,0
2884,1988,97,0.133,1,0.093387614678899,0.026787614678899,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3279,1989,97,0.1422,1,0.0959038867033831,0.0251038867033831,0,0,2,0.0368,0.0534,0.0,0.0,0.0,0.0,0.5,0
3279,1989,104,0.1498,0,0.101029551534225,0.030229551534225,0,0,2,0.0368,0.0534,0.0,0.0,0.0,0.0,0.5,0
3639,1990,97,0.1598,1,0.1040253341433778,0.0243253341433778,0,0,2,0.0022,0.0031,0.0,0.0,0.0,0.0,0.5,0
3639,1990,104,0.1603,0,0.1043508201701093,0.0246508201701093,0,0,2,0.0022,0.0031,0.0,0.0,0.0,0.0,0.5,0
720,1982,116,0.13,0,0.1102017405063291,0.0342017405063291,0,0,2,0.1021,0.1556,0.0,0.6972,0.0,0.0,0.5,0
720,1982,99,0.1125,1,0.0953668908227848,0.0193668908227848,0,0,2,0.1021,0.1556,0.0,0.6972,0.0,0.0,0.5,0
1034,1983,99,0.135,1,0.1093573993573993,0.0329573993573993,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1367,1984,116,0.14,0,0.1094963503649635,0.0353963503649635,1,0,3,0.0321,0.0662,0.0,0.0,0.0,0.3308,0.3333,0
1367,1984,64,0.145,0,0.1134069343065693,0.0393069343065693,1,0,3,0.0321,0.0662,0.0,0.0,0.0,0.3308,0.3333,1
1367,1984,73,0.136,1,0.1063678832116788,0.0322678832116788,1,0,3,0.0321,0.0662,0.0,0.0,0.0,0.3308,0.3333,0
1720,1985,116,0.132,1,0.0997447108603667,0.0289447108603667,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2087,1986,116,0.138,1,0.10194208893485,0.03194208893485,0,0,2,0.0076,0.0109,0.0,0.0,0.0,0.0,0.5,0
2087,1986,77,0.1395,0,0.1030501551189245,0.0330501551189245,0,0,2,0.0076,0.0109,0.0,0.0,0.0,0.0,0.5,0
2494,1987,116,0.138,1,0.0995402221474251,0.0294402221474251,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2910,1988,116,0.1484,1,0.1042009174311926,0.0376009174311926,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3303,1989,116,0.165,1,0.1112808811959087,0.0404808811959087,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3659,1990,116,0.187,1,0.1217317739975698,0.0420317739975698,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,1980,84,0.12,1,0.12,0.0481999999999999,0,0,3,0.0442,0.0833,0.0775,-2.2392,0.0,-1.7015,0.5967,0
6,1980,47,0.13,0,0.13,0.0582,0,0,3,0.0442,0.0833,0.0775,-2.2392,0.0,-1.7015,0.5967,0
6,1980,104,0.1293,0,0.1293,0.0575,0,0,3,0.0442,0.0833,0.0775,-2.2392,0.0,-1.7015,0.5967,0
256,1981,84,0.127,0,0.1153224576271186,0.0384224576271186,0,0,3,0.0032,0.0063,0.0,-21.263,0.0,-0.7221,0.3333,0
256,1981,47,0.1265,1,0.1148684322033898,0.0379684322033898,0,0,3,0.0032,0.0063,0.0,-21.263,0.0,-0.7221,0.3333,0
256,1981,104,0.1273,0,0.1155948728813559,0.0386948728813559,0,0,3,0.0032,0.0063,0.0,-21.263,0.0,-0.7221,0.3333,0
530,1982,84,0.127,0,0.1076586234177215,0.0316586234177215,0,0,4,0.0931,0.2159,0.2159,2.238,1.7196,1.4546,0.4632,0
530,1982,21,0.1532,0,0.1298685126582278,0.0538685126582278,0,0,4,0.0931,0.2159,0.2159,2.238,1.7196,1.4546,0.4632,0
530,1982,47,0.135,0,0.1144402689873417,0.0384402689873417,0,0,4,0.0931,0.2159,0.2159,2.238,1.7196,1.4546,0.4632,0
530,1982,104,0.126,1,0.1068109177215189,0.0308109177215189,0,0,4,0.0931,0.2159,0.2159,2.238,1.7196,1.4546,0.4632,0
817,1983,84,0.129,1,0.1044970704970705,0.0280970704970705,0,0,4,0.0388,0.0891,0.0891,-4.9146,-2.9714,0.1801,0.2826,0
817,1983,21,0.1405,0,0.1138127008127008,0.0374127008127008,0,0,4,0.0388,0.0891,0.0891,-4.9146,-2.9714,0.1801,0.2826,0
817,1983,47,0.1369999999999999,0,0.110977508977509,0.034577508977509,0,0,4,0.0388,0.0891,0.0891,-4.9146,-2.9714,0.1801,0.2826,0
817,1983,104,0.1315,0,0.1065222075222075,0.0301222075222075,0,0,4,0.0388,0.0891,0.0891,-4.9146,-2.9714,0.1801,0.2826,0
1137,1984,21,0.1378,0,0.1077756934306569,0.0336756934306569,0,0,4,0.0316,0.0766,0.0766,-11.9031,0.2284,0.7059,0.25,0
1137,1984,47,0.1305,0,0.1020662408759124,0.0279662408759124,0,0,4,0.0316,0.0766,0.0766,-11.9031,0.2284,0.7059,0.25,0
1137,1984,84,0.128,1,0.1001109489051095,0.0260109489051095,0,0,4,0.0316,0.0766,0.0766,-11.9031,0.2284,0.7059,0.25,0
1137,1984,104,0.133,0,0.1040215328467153,0.0299215328467153,0,0,4,0.0316,0.0766,0.0766,-11.9031,0.2284,0.7059,0.25,0
1475,1985,84,0.128,1,0.096722143864598,0.025922143864598,0,0,4,0.0492,0.1133,0.0,0.0,3.3472,1.7793,0.5431,0
1475,1985,21,0.1425,0,0.1076789492242595,0.0368789492242595,0,0,4,0.0492,0.1133,0.0,0.0,3.3472,1.7793,0.5431,0
1475,1985,47,0.131,0,0.0989890691114245,0.0281890691114245,0,0,4,0.0492,0.1133,0.0,0.0,3.3472,1.7793,0.5431,0
1475,1985,104,0.13,0,0.0982334273624823,0.0274334273624823,0,0,4,0.0492,0.1133,0.0,0.0,3.3472,1.7793,0.5431,0
2215,1987,84,0.131,1,0.0944910804442948,0.0243910804442948,0,0,3,0.0597,0.1084,0.1084,0.0,0.0,1.7294,0.6455,0
2215,1987,21,0.1452,0,0.1047336250420733,0.0346336250420733,0,0,3,0.0597,0.1084,0.1084,0.0,0.0,1.7294,0.6455,0
2215,1987,104,0.1313,0,0.0947074722315718,0.0246074722315718,0,0,3,0.0597,0.1084,0.1084,0.0,0.0,1.7294,0.6455,0
2625,1988,84,0.1315,1,0.092334370904325,0.025734370904325,0,0,4,0.0587,0.1407,0.0,0.0,2.9323,1.6073,0.4851,0
2625,1988,21,0.15,0,0.1053243774574049,0.0387243774574049,0,0,4,0.0587,0.1407,0.0,0.0,2.9323,1.6073,0.4851,0
2625,1988,47,0.135,0,0.0947919397116644,0.0281919397116644,0,0,4,0.0587,0.1407,0.0,0.0,2.9323,1.6073,0.4851,0
2625,1988,104,0.1364,0,0.0957749672346002,0.0291749672346002,0,0,4,0.0587,0.1407,0.0,0.0,2.9323,1.6073,0.4851,0
3041,1989,84,0.138,1,0.09307128245476,0.02227128245476,0,0,3,0.0816,0.1594,0.0,0.0,0.0,-1.7194,0.6212,0
3041,1989,21,0.16,0,0.1079087332808812,0.0371087332808812,0,0,3,0.0816,0.1594,0.0,0.0,0.0,-1.7194,0.6212,0
3041,1989,92,0.159,0,0.1072343036978756,0.0364343036978756,0,0,3,0.0816,0.1594,0.0,0.0,0.0,-1.7194,0.6212,0
3432,1990,84,0.159,0,0.1035045565006075,0.0238045565006075,0,0,4,0.1543,0.3751,0.3751,0.0,3.1996,1.779,0.5331,0
3432,1990,21,0.213,0,0.1386570473876062,0.0589570473876062,0,0,4,0.1543,0.3751,0.3751,0.0,3.1996,1.779,0.5331,0
3432,1990,47,0.1675,0,0.1090378189550425,0.0293378189550425,0,0,4,0.1543,0.3751,0.3751,0.0,3.1996,1.779,0.5331,0
3432,1990,104,0.1549,1,0.1008355710814094,0.0211355710814094,0,0,4,0.1543,0.3751,0.3751,0.0,3.1996,1.779,0.5331,0
1058,1983,106,0.1197,1,0.0969635607635607,0.0205635607635607,0,0,3,0.0412,0.086,0.0,1.6283,0.0,-0.0873,0.3333,0
1058,1983,40,0.125,0,0.1012568512568512,0.0248568512568512,0,0,3,0.0412,0.086,0.0,1.6283,0.0,-0.0873,0.3333,0
1058,1983,92,0.13,0,0.1053071253071253,0.0289071253071253,0,0,3,0.0412,0.086,0.0,1.6283,0.0,-0.0873,0.3333,0
1395,1984,106,0.1303,0,0.1019098175182481,0.0278098175182481,0,0,3,0.0213,0.0385,0.0,0.0,0.0,1.7098,0.6067,0
1395,1984,40,0.13,1,0.1016751824817518,0.0275751824817518,0,0,3,0.0213,0.0385,0.0,0.0,0.0,1.7098,0.6067,0
1395,1984,92,0.135,0,0.1055857664233576,0.0314857664233576,0,0,3,0.0213,0.0385,0.0,0.0,0.0,1.7098,0.6067,0
1748,1985,40,0.13,1,0.0982334273624823,0.0274334273624823,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2113,1986,40,0.135,1,0.0997259565667011,0.0297259565667011,0,0,3,0.0505,0.0741,0.0,0.0,0.0,0.0,0.5,0
2113,1986,92,0.145,0,0.1071130644605308,0.0371130644605308,0,0,3,0.0505,0.0741,0.0,0.0,0.0,0.0,0.5,0
2940,1988,92,0.1207,1,0.0847510157273918,0.0181510157273918,0,0,2,0.1047,0.1599,0.0,0.0,0.0,0.0,0.5,0
2940,1988,40,0.14,0,0.098302752293578,0.0317027522935779,0,0,2,0.1047,0.1599,0.0,0.0,0.0,0.0,0.5,0
3336,1989,92,0.1352,1,0.0911828796223446,0.0203828796223446,0,0,3,0.0491,0.1021,0.0,0.0,0.0,0.6337,0.3333,0
3336,1989,40,0.149,0,0.1004900078678206,0.0296900078678206,0,0,3,0.0491,0.1021,0.0,0.0,0.0,0.6337,0.3333,0
3336,1989,104,0.1406,0,0.0948247993705743,0.0240247993705743,0,0,3,0.0491,0.1021,0.0,0.0,0.0,0.6337,0.3333,0
3685,1990,92,0.1679,0,0.1092982077764276,0.0295982077764276,0,0,4,0.043,0.1003,0.0,0.0,-1.0078,-0.8363,0.3954,0
3685,1990,40,0.16,0,0.1041555285540704,0.0244555285540704,0,0,4,0.043,0.1003,0.0,0.0,-1.0078,-0.8363,0.3954,0
3685,1990,104,0.1526,1,0.0993383353584447,0.0196383353584447,0,0,4,0.043,0.1003,0.0,0.0,-1.0078,-0.8363,0.3954,0
3685,1990,106,0.1663,0,0.108256652490887,0.028556652490887,0,0,4,0.043,0.1003,0.0,0.0,-1.0078,-0.8363,0.3954,0
2395,1987,112,0.124,1,0.0894419387411645,0.0193419387411645,0,0,4,0.0479,0.1089,0.0,0.0,2.3634,1.5781,0.4537,0
2395,1987,12,0.128,0,0.0923271625715247,0.0222271625715247,0,0,4,0.0479,0.1089,0.0,0.0,2.3634,1.5781,0.4537,0
2395,1987,24,0.1375,0,0.09917956916863,0.02907956916863,0,0,4,0.0479,0.1089,0.0,0.0,2.3634,1.5781,0.4537,0
2395,1987,104,0.125,0,0.0901632446987546,0.0200632446987546,0,0,4,0.0479,0.1089,0.0,0.0,2.3634,1.5781,0.4537,0
2806,1988,112,0.13,1,0.0912811271297509,0.0246811271297509,0,0,2,0.0443,0.0646,0.0,0.0,0.0,0.0,0.5,0
2806,1988,104,0.1384,0,0.0971792922673656,0.0305792922673656,0,0,2,0.0443,0.0646,0.0,0.0,0.0,0.0,0.5,0
3209,1989,112,0.1365,1,0.0920596380802517,0.0212596380802517,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3572,1990,112,0.1515,1,0.0986222660996354,0.0189222660996354,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
513,1981,113,0.145,1,0.1316673728813559,0.0547673728813559,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2190,1986,113,0.14,1,0.103419510513616,0.033419510513616,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2600,1987,113,0.1325,1,0.0955730393806799,0.0254730393806799,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3016,1988,113,0.13,1,0.0912811271297509,0.0246811271297509,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3748,1990,113,0.1566,1,0.1019422235722964,0.0222422235722964,0,0,2,0.0497,0.0728,0.0,0.0,0.0,0.0,0.5,0
3748,1990,87,0.168,0,0.109363304981774,0.029663304981774,0,0,2,0.0497,0.0728,0.0,0.0,0.0,0.0,0.5,0
1857,1986,109,0.1092,1,0.0806672182006204,0.0106672182006204,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2239,1987,109,0.1093,1,0.078838741164591,0.008738741164591,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2649,1988,109,0.1168,1,0.0820125819134993,0.0154125819134993,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3062,1989,104,0.1424,0,0.0960387726199842,0.0252387726199842,0,0,2,0.082,0.123,0.0,0.0,0.0,0.0,0.5,0
3062,1989,109,0.1268,1,0.0855176711250983,0.0147176711250983,0,0,2,0.082,0.123,0.0,0.0,0.0,0.0,0.5,0
278,1981,43,0.1369999999999999,1,0.1244029661016949,0.0475029661016949,1,1,1,0.0,0.0,0.0,-2.7474,0.0,0.0,0.0,1
550,1982,43,0.1398,1,0.1185092563291139,0.0425092563291139,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
845,1983,73,0.1011,1,0.0818965412965413,0.0054965412965412,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1549,1985,32,0.105,0,0.079342383638928,0.008542383638928,0,0,3,0.0048,0.0096,0.0048,0.0,0.0,0.0,0.3333,0
1549,1985,71,0.1055,0,0.0797202045133991,0.0089202045133991,0,0,3,0.0048,0.0096,0.0048,0.0,0.0,0.0,0.3333,0
1549,1985,73,0.1045,1,0.0789645627644569,0.0081645627644569,0,0,3,0.0048,0.0096,0.0048,0.0,0.0,0.0,0.3333,0
1912,1986,10,0.1015,1,0.0749791451223716,0.0049791451223715,0,0,2,0.0138,0.0197,0.0,0.0,0.0,0.0,0.5,0
1912,1986,32,0.1035,0,0.0764565667011375,0.0064565667011375,0,0,2,0.0138,0.0197,0.0,0.0,0.0,0.0,0.5,0
2707,1988,3,0.127,1,0.0891746395806028,0.0225746395806028,0,0,3,0.0781,0.1559,0.1559,0.0,0.0,1.4945,0.4798,0
2707,1988,32,0.1307,0,0.0917726408912188,0.0251726408912188,0,0,3,0.0781,0.1559,0.1559,0.0,0.0,1.4945,0.4798,0
2707,1988,104,0.1468,0,0.1030774574049803,0.0364774574049803,0,0,3,0.0781,0.1559,0.1559,0.0,0.0,1.4945,0.4798,0
23,1980,73,0.1176,1,0.1176,0.0457999999999999,0,0,1,0.0,0.0,0.0,0.0136,0.0,0.0,0.0,0
279,1981,73,0.121,1,0.1098741525423728,0.0329741525423728,0,0,3,0.062,0.1157,0.0,-1.8149,0.0,-1.7321,0.6667,0
279,1981,8,0.135,0,0.1225868644067796,0.0456868644067796,0,0,3,0.062,0.1157,0.0,-1.8149,0.0,-1.7321,0.6667,0
279,1981,46,0.135,0,0.1225868644067796,0.0456868644067796,0,0,3,0.062,0.1157,0.0,-1.8149,0.0,-1.7321,0.6667,0
551,1982,73,0.12,1,0.1017246835443037,0.0257246835443037,0,0,1,0.0,0.0,0.0,0.4693,0.0,0.0,0.0,0
846,1983,73,0.12,1,0.0972065772065772,0.0208065772065772,0,0,1,0.0,0.0,0.0,-1.6962,0.0,0.0,0.0,0
1166,1984,73,0.1205,1,0.0942450729927007,0.0201450729927007,0,0,1,0.0,0.0,0.0,-9.9182,0.0,0.0,0.0,0
1507,1985,73,0.1274,1,0.0962687588152327,0.0254687588152327,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1869,1986,73,0.127,1,0.0938162702516373,0.0238162702516373,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2251,1987,73,0.1325,1,0.0955730393806799,0.0254730393806799,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2662,1988,73,0.1355,1,0.0951430209698558,0.0285430209698558,0,0,2,0.0381,0.0554,0.0,0.0,0.0,0.0,0.5,0
2662,1988,3,0.143,0,0.100409239842726,0.033809239842726,0,0,2,0.0381,0.0554,0.0,0.0,0.0,0.0,0.5,0
3075,1989,73,0.147,1,0.0991411487018096,0.0283411487018095,0,0,2,0.0171,0.0245,0.0,0.0,0.0,0.0,0.5,0
3075,1989,3,0.1506,0,0.1015690952006294,0.0307690952006294,0,0,2,0.0171,0.0245,0.0,0.0,0.0,0.0,0.5,0
3457,1990,46,0.165,1,0.1074103888213851,0.0277103888213851,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1207,1984,73,0.12,1,0.0938540145985401,0.0197540145985401,0,0,1,0.0,0.0,0.0,-48.0333,0.0,0.0,0.0,0
1551,1985,73,0.1235,1,0.0933217559943582,0.0225217559943582,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1914,1986,73,0.118,1,0.0871678731471906,0.0171678731471906,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2297,1987,104,0.1255,1,0.0905238976775496,0.0204238976775496,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2709,1988,104,0.1292,1,0.0907193971166448,0.0241193971166448,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3113,1989,104,0.1433,1,0.0966457592446892,0.0258457592446892,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3489,1990,104,0.1588,1,0.1033743620899149,0.0236743620899149,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1208,1984,103,0.131,1,0.102457299270073,0.028357299270073,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1552,1985,103,0.13,1,0.0982334273624823,0.0274334273624823,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1915,1986,73,0.151,1,0.1115453291968286,0.0415453291968286,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2298,1987,73,0.145,1,0.1045893638505553,0.0344893638505553,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
