Bid_value,Collusive_competitor,Contract_type,Tender,Date,Number_bids,CV,SPD,DIFFP,RD,KURT,SKEW,KSTEST,Collusive_competitor_original,Winner
92042.9,1,3.0,133,1830,5,0.059,0.1393,0.0025,0.0669,-2.655,-0.2715,0.3818,1.0,0.0
92458.35,1,3.0,133,1830,5,0.059,0.1393,0.0025,0.0669,-2.655,-0.2715,0.3818,1.0,0.0
95683.1,1,3.0,133,1830,5,0.059,0.1393,0.0025,0.0669,-2.655,-0.2715,0.3818,0.0,0.0
16899.95,1,1.0,134,1830,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
37785.9,1,3.0,139,2196,6,0.1584,0.579,0.1549,0.9894,3.5997,1.5441,0.4577,0.0,1.0
43640.15,1,3.0,139,2196,6,0.1584,0.579,0.1549,0.9894,3.5997,1.5441,0.4577,1.0,0.0
43935.5,1,3.0,139,2196,6,0.1584,0.579,0.1549,0.9894,3.5997,1.5441,0.4577,0.0,0.0
44847.9,1,3.0,139,2196,6,0.1584,0.579,0.1549,0.9894,3.5997,1.5441,0.4577,1.0,0.0
46003.3,1,3.0,139,2196,6,0.1584,0.579,0.1549,0.9894,3.5997,1.5441,0.4577,1.0,0.0
59663.55,1,3.0,139,2196,6,0.1584,0.579,0.1549,0.9894,3.5997,1.5441,0.4577,1.0,0.0
59180.0,1,1.0,140,2196,2,0.0142,0.0203,0.0203,0.0566,0.0,0.0,0.5,1.0,0.0
58000.0,1,1.0,140,2196,2,0.0142,0.0203,0.0203,0.0566,0.0,0.0,0.5,0.0,1.0
39048.8,1,3.0,165,732,8,0.189,0.7552,0.0768,1.1448,3.8436,1.7976,0.4386,1.0,1.0
42048.9,1,3.0,165,732,8,0.189,0.7552,0.0768,1.1448,3.8436,1.7976,0.4386,1.0,0.0
44088.9,1,3.0,165,732,8,0.189,0.7552,0.0768,1.1448,3.8436,1.7976,0.4386,1.0,0.0
45360.6,1,3.0,165,732,8,0.189,0.7552,0.0768,1.1448,3.8436,1.7976,0.4386,0.0,0.0
45564.45,1,3.0,165,732,8,0.189,0.7552,0.0768,1.1448,3.8436,1.7976,0.4386,1.0,0.0
49833.25,1,3.0,165,732,8,0.189,0.7552,0.0768,1.1448,3.8436,1.7976,0.4386,0.0,0.0
51918.45,1,3.0,165,732,8,0.189,0.7552,0.0768,1.1448,3.8436,1.7976,0.4386,1.0,0.0
68538.35,1,3.0,165,732,8,0.189,0.7552,0.0768,1.1448,3.8436,1.7976,0.4386,0.0,0.0
52247.85,1,3.0,167,732,9,0.1562,0.5784,0.0082,0.2206,0.3304,0.7187,0.3729,1.0,1.0
52677.65,1,3.0,167,732,9,0.1562,0.5784,0.0082,0.2206,0.3304,0.7187,0.3729,0.0,0.0
54979.85,1,3.0,167,732,9,0.1562,0.5784,0.0082,0.2206,0.3304,0.7187,0.3729,0.0,0.0
56744.35,1,3.0,167,732,9,0.1562,0.5784,0.0082,0.2206,0.3304,0.7187,0.3729,1.0,0.0
66657.65,1,3.0,167,732,9,0.1562,0.5784,0.0082,0.2206,0.3304,0.7187,0.3729,1.0,0.0
67535.0,1,3.0,167,732,9,0.1562,0.5784,0.0082,0.2206,0.3304,0.7187,0.3729,0.0,0.0
67840.4,1,3.0,167,732,9,0.1562,0.5784,0.0082,0.2206,0.3304,0.7187,0.3729,0.0,0.0
82466.65,1,3.0,167,732,9,0.1562,0.5784,0.0082,0.2206,0.3304,0.7187,0.3729,1.0,0.0
67028.35,1,3.0,167,732,9,0.1562,0.5784,0.0082,0.2206,0.3304,0.7187,0.3729,1.0,0.0
148793.75,1,3.0,170,1098,8,0.103,0.3395,0.0187,0.5493,0.7006,1.1782,0.4189,1.0,1.0
151583.1,1,3.0,170,1098,8,0.103,0.3395,0.0187,0.5493,0.7006,1.1782,0.4189,0.0,0.0
157843.4,1,3.0,170,1098,8,0.103,0.3395,0.0187,0.5493,0.7006,1.1782,0.4189,1.0,0.0
161341.85,1,3.0,170,1098,8,0.103,0.3395,0.0187,0.5493,0.7006,1.1782,0.4189,0.0,0.0
163529.25,1,3.0,170,1098,8,0.103,0.3395,0.0187,0.5493,0.7006,1.1782,0.4189,1.0,0.0
165520.65,1,3.0,170,1098,8,0.103,0.3395,0.0187,0.5493,0.7006,1.1782,0.4189,0.0,0.0
184827.2,1,3.0,170,1098,8,0.103,0.3395,0.0187,0.5493,0.7006,1.1782,0.4189,1.0,0.0
199314.85,1,3.0,170,1098,8,0.103,0.3395,0.0187,0.5493,0.7006,1.1782,0.4189,1.0,0.0
33372.75,1,3.0,177,2196,6,0.1416,0.3734,0.018,0.1099,-2.7713,0.0645,0.3152,1.0,1.0
33972.55,1,3.0,177,2196,6,0.1416,0.3734,0.018,0.1099,-2.7713,0.0645,0.3152,0.0,0.0
35676.0,1,3.0,177,2196,6,0.1416,0.3734,0.018,0.1099,-2.7713,0.0645,0.3152,0.0,0.0
42588.8,1,3.0,177,2196,6,0.1416,0.3734,0.018,0.1099,-2.7713,0.0645,0.3152,1.0,0.0
44250.6,1,3.0,177,2196,6,0.1416,0.3734,0.018,0.1099,-2.7713,0.0645,0.3152,0.0,0.0
45834.35,1,3.0,177,2196,6,0.1416,0.3734,0.018,0.1099,-2.7713,0.0645,0.3152,0.0,0.0
27500.0,1,3.0,185,3660,4,0.1279,0.2518,0.0022,0.0008,-5.9971,0.0001,0.4911,1.0,1.0
27561.65,1,3.0,185,3660,4,0.1279,0.2518,0.0022,0.0008,-5.9971,0.0001,0.4911,1.0,0.0
34350.75,1,3.0,185,3660,4,0.1279,0.2518,0.0022,0.0008,-5.9971,0.0001,0.4911,0.0,0.0
34424.05,1,3.0,185,3660,4,0.1279,0.2518,0.0022,0.0008,-5.9971,0.0001,0.4911,0.0,0.0
496080.45,1,2.0,190,1098,14,0.1054,0.3736,0.0445,0.7182,-1.0107,0.6109,0.2721,1.0,1.0
526063.2,1,2.0,190,1098,14,0.1054,0.3736,0.0445,0.7182,-1.0107,0.6109,0.2721,1.0,0.0
