Bid_value,Collusive_competitor,Contract_type,Tender,Date,Number_bids,CV,SPD,DIFFP,RD,KURT,SKEW,KSTEST,Collusive_competitor_original,Winner
883200.55,1,1.0,208,3294,8,0.0838,0.3016,0.0325,0.5951,3.0153,1.5148,0.3959,1.0,0.0
1038663.0,1,1.0,208,3294,8,0.0838,0.3016,0.0325,0.5951,3.0153,1.5148,0.3959,1.0,0.0
692590.5,1,3.0,224,2562,8,0.1519,0.5492,0.0657,15.3149,-1.0001,0.3345,0.1577,0.0,1.0
738085.05,1,3.0,224,2562,8,0.1519,0.5492,0.0657,15.3149,-1.0001,0.3345,0.1577,0.0,0.0
775501.4,1,3.0,224,2562,8,0.1519,0.5492,0.0657,15.3149,-1.0001,0.3345,0.1577,1.0,0.0
822786.5,1,3.0,224,2562,8,0.1519,0.5492,0.0657,15.3149,-1.0001,0.3345,0.1577,1.0,0.0
870921.65,1,3.0,224,2562,8,0.1519,0.5492,0.0657,15.3149,-1.0001,0.3345,0.1577,0.0,0.0
948318.7,1,3.0,224,2562,8,0.1519,0.5492,0.0657,15.3149,-1.0001,0.3345,0.1577,0.0,0.0
985709.2,1,3.0,224,2562,8,0.1519,0.5492,0.0657,15.3149,-1.0001,0.3345,0.1577,1.0,0.0
1072933.4,1,3.0,224,2562,8,0.1519,0.5492,0.0657,15.3149,-1.0001,0.3345,0.1577,1.0,0.0
156337.95,1,3.0,225,2928,6,0.1822,0.6793,0.3088,10.7201,-0.001,-0.4088,0.3324,1.0,1.0
204619.2,1,3.0,225,2928,6,0.1822,0.6793,0.3088,10.7201,-0.001,-0.4088,0.3324,1.0,0.0
213232.6,1,3.0,225,2928,6,0.1822,0.6793,0.3088,10.7201,-0.001,-0.4088,0.3324,0.0,0.0
215306.1,1,3.0,225,2928,6,0.1822,0.6793,0.3088,10.7201,-0.001,-0.4088,0.3324,0.0,0.0
262446.5,1,3.0,225,2928,6,0.1822,0.6793,0.3088,10.7201,-0.001,-0.4088,0.3324,0.0,0.0
262542.6,1,3.0,225,2928,6,0.1822,0.6793,0.3088,10.7201,-0.001,-0.4088,0.3324,1.0,0.0
82080.0,1,1.0,235,3294,4,0.0628,0.1605,0.0526,2.2622,-0.0308,0.3088,0.25,1.0,1.0
95256.0,1,1.0,235,3294,4,0.0628,0.1605,0.0526,2.2622,-0.0308,0.3088,0.25,1.0,0.0
86400.0,1,1.0,235,3294,4,0.0628,0.1605,0.0526,2.2622,-0.0308,0.3088,0.25,1.0,0.0
89640.0,1,1.0,235,3294,4,0.0628,0.1605,0.0526,2.2622,-0.0308,0.3088,0.25,0.0,0.0
396022.3,1,1.0,236,3660,5,0.0481,0.1237,0.0307,5.7024,-1.9098,0.1439,0.2312,1.0,1.0
408198.3,1,1.0,236,3660,5,0.0481,0.1237,0.0307,5.7024,-1.9098,0.1439,0.2312,1.0,0.0
416067.6,1,1.0,236,3660,5,0.0481,0.1237,0.0307,5.7024,-1.9098,0.1439,0.2312,1.0,0.0
436752.95,1,1.0,236,3660,5,0.0481,0.1237,0.0307,5.7024,-1.9098,0.1439,0.2312,1.0,0.0
445025.5,1,1.0,236,3660,5,0.0481,0.1237,0.0307,5.7024,-1.9098,0.1439,0.2312,1.0,0.0
82080.0,1,3.0,247,3294,4,0.0631,0.1605,0.0961,0.6919,-0.3585,0.2251,0.25,1.0,1.0
95256.0,1,3.0,247,3294,4,0.0631,0.1605,0.0961,0.6919,-0.3585,0.2251,0.25,1.0,0.0
86400.0,1,3.0,247,3294,4,0.0631,0.1605,0.0961,0.6919,-0.3585,0.2251,0.25,1.0,0.0
89964.0,1,3.0,247,3294,4,0.0631,0.1605,0.0961,0.6919,-0.3585,0.2251,0.25,0.0,0.0
1300000.0,1,1.0,289,2928,5,0.1991,0.6915,0.1837,150.0233,2.5495,1.2285,0.4,1.0,1.0
2198992.3,1,1.0,289,2928,5,0.1991,0.6915,0.1837,150.0233,2.5495,1.2285,0.4,0.0,0.0
1659599.75,1,1.0,289,2928,5,0.1991,0.6915,0.1837,150.0233,2.5495,1.2285,0.4,1.0,0.0
1538754.3,1,1.0,289,2928,5,0.1991,0.6915,0.1837,150.0233,2.5495,1.2285,0.4,1.0,0.0
1607748.95,1,1.0,289,2928,5,0.1991,0.6915,0.1837,150.0233,2.5495,1.2285,0.4,0.0,0.0
93555.95,1,3.0,306,2562,4,0.094,0.2336,0.0374,0.3646,1.6633,1.3132,0.3748,0.0,0.0
98091.95,1,3.0,306,2562,4,0.094,0.2336,0.0374,0.3646,1.6633,1.3132,0.3748,1.0,0.0
111254.9,1,3.0,306,2562,4,0.094,0.2336,0.0374,0.3646,1.6633,1.3132,0.3748,1.0,0.0
90186.55,1,3.0,306,2562,4,0.094,0.2336,0.0374,0.3646,1.6633,1.3132,0.3748,1.0,1.0
31175.7,1,1.0,311,2562,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
110556.35,0,3.0,312,3294,3,0.1902,0.3972,0.0427,2.0391,0.0,1.6576,0.5591,0.0,1.0
115279.75,0,3.0,312,3294,3,0.1902,0.3972,0.0427,2.0391,0.0,1.6576,0.5591,0.0,0.0
154473.5,0,3.0,312,3294,3,0.1902,0.3972,0.0427,2.0391,0.0,1.6576,0.5591,0.0,0.0
99174.1,1,3.0,313,3294,6,0.0987,0.3097,0.0963,5.6651,-0.6513,-0.337,0.2538,0.0,1.0
108719.95,1,3.0,313,3294,6,0.0987,0.3097,0.0963,5.6651,-0.6513,-0.337,0.2538,1.0,0.0
116195.2,1,3.0,313,3294,6,0.0987,0.3097,0.0963,5.6651,-0.6513,-0.337,0.2538,1.0,0.0
129893.25,1,3.0,313,3294,6,0.0987,0.3097,0.0963,5.6651,-0.6513,-0.337,0.2538,1.0,0.0
116803.05,1,3.0,313,3294,6,0.0987,0.3097,0.0963,5.6651,-0.6513,-0.337,0.2538,0.0,0.0
127450.4,1,3.0,313,3294,6,0.0987,0.3097,0.0963,5.6651,-0.6513,-0.337,0.2538,0.0,0.0
69636.0,0,3.0,321,3660,2,0.0325,0.047,0.047,1.1538,0.0,0.0,0.5,0.0,0.0
66511.8,0,3.0,321,3660,2,0.0325,0.047,0.047,1.1538,0.0,0.0,0.5,0.0,1.0
73596.3,1,3.0,371,2928,3,0.0639,0.1299,0.1049,0.1035,0.0,-1.4782,0.4738,1.0,1.0
